id,pdf,image,clicks,impressions,text,url,spend_amount,spend_currency,created,ended
491,data/2015-07/P(1)0000092.pdf,images/0491.png,52,635,"I absolutely love this picture. I can't explain why, but just everything about it
makes it kind of dusty in here....

",https://www.faoebook.com/patriototus,80.79,RUB,2015-07-15T08:28:48-07:00,2015-07-16T08:28:48-07:00
492,data/2015-10/P(1)0002343.pdf,images/0492.png,291,2083,"Sometimes people say | criticize the government too much. They say I can’t
see positive moments. In fact, I see all good things in the United States, and
I’m proud to be an American. But I reckon that I can’t have the right to keep
silence when outrageous things happen.

I can’t keep silence while stupid idiots forbid our Children to wear patriotic
Clothes. I can’t keep silence while Obama creates comfortable conditions for
terrorists, accepting of 10,000 Syrian refugees. I can’t keep silence while
liberals spit on the US. Constitution.

Yes, | criticize everything what is unacceptable for the nation. If Americans
turn a blind eye to outrageous things, enjoying only positive moments of their
lives, we will never live better. Criticism is a way for development. I’m a
patriot, that’s why I criticize.

",https://www.facebook.com/patriototus,165.13,RUB,2015-10-19T08:03:24-07:00,2015-10-20T08:03:23-07:00
493,data/2016-04/P(1)0000094.pdf,images/0493.png,4,94,,,148.73,RUB,2016-04-13T03:24:03-07:00,
494,data/2015-08/P(1)0002345.pdf,images/0494.png,959,7723,"US Navy diver plants American flag on US aircraft shot down in World War II.
Say it, write it or show it: Our service members -- past and present -- deserve
our thanks!

",https://www.facebook.com/patriototus,1000.00,RUB,2015-08-12T03:26:28-07:00,2015-08-14T03:26:27-07:00
495,data/2015-07/P(1)0000096.pdf,images/0495.png,41,975,"This cute babe is a fan of the Patriots! What is your favorite NFL team?
",https://www.facebook.com/patriototus,461.56,RUB,2015-07-17T00:55:09-07:00,2015-07-20T00:55:08-07:00
496,data/2016-04/P(1)0002347.pdf,images/0496.png,7,132,,,173.93,RUB,2016-04-13T03:24:00-07:00,
497,data/2015-07/P(1)0002349.pdf,images/0497.png,105,745,"Morning, dear patriots! We hope that's gonna be a great week for you and our
country!

",https://www.facebook.com/patriototus,236.78,RUB,2015-07-27T08:16:39-07:00,2015-07-29T08:16:39-07:00
498,data/2015-07/P(1)0002351.pdf,images/0498.png,20,284,"This boy's love of country brings tears to my eyes. United we stand!
",https://www.facebook.com/patriototus,46.63,RUB,2015-07-10T08:41:09-07:00,2015-07-11T08:41:08-07:00
499,data/2015-08/P(1)0002353.pdf,images/0499.png,370,2642,"UFC Champion Ronda Rousey Calls 9/11 Ah ‘lnside Job’

""It’s an inside job,"" said Rousey, who knocked out Bethe Correia in the first
34 seconds of the first round, is joined the Club who questions September 11.

Rousey’s belief is also held by 9/11 victims’ family members and countless
first responders who witnessed the attacks that fateful morning.

While the government continues to denial implication to the 9/11 we still how
politicians ""care"" about our lives. What did they do with ISIS, who beheaded
American journalist? What did they do after murder of US Citizens in Libya?

Such ignorance from the government side make us feel not safe in our own
country. Moreover, it looks like the government doesn't really care about lives
of Americans. For the last decades America's ""leadership"" seem to be lackeys
of corporations' interests.

We should provide a glimpse of reality to prevent such things in the future.
So, if we let it go today, they'll do it again and again...

",https://www.faoebook.com/patriototus,443.69,RUB,2015-08-04T08:26:40-07:00,2015-08-05T08:26:39-07:00
500,data/2015-07/P(1)0002355.pdf,images/0500.png,235,1620,"Marine Corps General Joseph Dunford told the Congress last week that the
deaths of 500 soldiers in Iraq and Afghanistan could be attributed to Iran. This
statement sounds strange on the background of rapproachment between
Obama’s administration and Tehran.

Although, this rapproachment in itself looks strange. We would remind you
that Tehran has never expressed its condolences for the lran hostage crisis.
Moreover, the Supreme Leader of Iran Ali Hosseini Khamenei is too
disrespectful to the United States despite of friendly actions of Obama's
administration. And Iranian military command Claims that Iran is ready to
come into collision with America at any moment.

The Iran deal is a shame of the United States. Senate Republicans were right
when they expressed their distrust of Iranian government. It’s not Clear why
Obama has refused containment of Iran that is an potential enemy not only for
the United States, but also for the rest world. Barack Obama is, by all
appearances, a true traitor of the United States. And it’s not empty words —
the rapprochement with Iran is either a treachery or stupidness.

",https://www.facebook.com/patriototus,290.00,RUB,2015-07-17T06:42:16-07:00,2015-07-19T06:42:16-07:00
501,data/2016-04/P(1)0000098.pdf,images/0501.png,3,78,,,108.14,RUB,2016-04-13T03:23:39-07:00,
502,data/2015-08/P(1)0000100.pdf,images/0502.png,487,2772,"We pay tax money that are wasted on wars in the East instead of protect our
own borders and support economy.

",https://www.facebook.com/patriototus,643.98,RUB,2015-08-05T07:23:53-07:00,2015-08-06T07:23:52-07:00
503,data/2015-10/P(1)0000102.pdf,images/0503.png,21,134,"The Justice Department is set to release about 6,000 inmates from federal
prisons in a bid to reduce overcrowding. It is the largest one-time release of
federal prisoners. The Department will release drug offenders who received
harsh sentences over the last three decades. Every third of them is illegal
immigrant.

Barack Obama has criticized overblown sentencing laws that

""disproportionately impact communities of color."" But is it indeed a reason to
release criminals? If Latinos commit crimes often than whites, it doesn’t
mean that some Latino criminals should escape penalty.

",https://www.faoebook.com/patriototus,120.46,RUB,2015-10-08T00:39:35-07:00,2015-10-10T00:39:35-07:00
504,data/2015-06/P(1)0002357.pdf,images/0504.png,0,0,"Patriotism begins at home. Join new community about homeland!
",https://www.facebook.com/patriototus,0.00,USD,2015-06-23T07:10:47-07:00,
505,data/2015-06/P(1)0002359.pdf,images/0505.png,59,742,"Your freedom starts here. Join!
",https://www.facebook.com/patriototus,434.53,RUB,2015-06-23T07:10:04-07:00,
506,data/2015-09/P(1)0002361.pdf,images/0506.png,5,29,"Why am | against individuals who live in the United States illegally? On the
one hand, I have nothing against foreigners. On the other hand, I love the
United States very much.

If the government gives an amnesty to them who broke the immigration law, it
doesn’t respect Americans who love their country. Why Citizens cannot break
the law, but illegals can? What nonsense!

Illegal immigrants work illegally and they don’t pay taxes. Many of them
commit a crime. And the police have no their finger prints because illegals
have never obtained US. visa.

If people want to live in the United States, they should require U.S. residence
permit. Illegals should not be amnestied. How can we be the greatest nation
in the world, if we don’t respect our law? I am against illegals not because I
am Chauvinist, but because I am patriot!

",https://www.faoebook.com/patriototus,11.06,RUB,2015-09-01T23:58:28-07:00,2015-09-02T23:58:28-07:00
507,data/2015-07/P(1)0002363.pdf,images/0507.png,5,70,"NAACP wants removal of Confederate generals from Stone Mountain

Three days after the Confederate battle flag was ceremonially removed from
the South Carolina Statehouse grounds in Columbia, Atlanta Chapter of the
NAACP officially called for the removal of Stone Mountain’s iconic
Confederate Memorial carving.

According to WSB-TV in Atlanta, the organization calls for the removal of all
symbols of the Confederacy from the park, as well as any other state-owned
buildings, parks and lands.

The USA is out of balance now. We loose our history! The gays, lesbians and
trans-sexuals have more rights now then other folks. They bring pervert
culture in our houses as something normal. Today, LGBT community has
turned into the head and everyone else is the tail.

We inherit the history, we make it, and we are fated to become part of it. What
kind of inheritage next generation will get? The rainbow flag that is offensive
and a symbol of hate. Instead of delete a big part of our history, can we ban
the rainbow from public display?

",https://www.facebook.com/patriototus,27.94,RUB,2015-07-16T01:40:45-07:00,2015-07-17T01:40:45-07:00
508,data/2015-08/P(1)0002365.pdf,images/0508.png,129,645,"Rally sparks tension, conversation

A group of St. CIoud-area residents took to the stairs in front of the Stearns
County Courthouse to protest an anti-immigration. A group of Americans were
spoken out against refugees and Sharia, the Islamic law.

""We know we have issues in our community and we know they exist, but we
don’t need people coming in and mixing it up and creating more problems,""
said Jane Conrad, a field representative for the East Central Area Labor

Council.

America should wake up before it's too late. Have you forgotten the fires
burning in Europe because of very bad progressive ideas? It's always bad
idea to bring people with radical beliefs into the country. Muslims don't want to
be friends with us, they should be deported back to their 7th century

countries.
",https://www.facebook.com/patriototus,200.71,RUB,2015-08-06T00:32:44-07:00,2015-08-08T00:32:44-07:00
509,data/2016-04/P(1)0002367.pdf,images/0509.png,0,12,"It’s time for THE PEOPLE to stand for Constitutional rights! Join the
American Crusade! American Crusade - Ga

",https://www.facebook.com/events/1678907209017708/,12.30,RUB,2016-04-13T03:23:00-07:00,
510,data/2015-07/P(1)0002369.pdf,images/0510.png,172,1423,"A terrorist attack was conducted at two US. military sites in Chattanooga

Mohammad Youssef Abdulazeez was shot and killed by police after he
attacked two military sites in Chattanooga, Tennessee and killed four US.
Marines at the Navy Operational Support Center and Marine Corps Reserve
Center. Authorities say a man was a practicing Muslim. At present FBI is
conducting an investigation. According to his beliefs, Mohammad was a
fundamental Islamist. Having examined after his death his social pages, FBI
has found that he kept a blog and had a note where he said that he
conducted a terrorist act in obedience to Allah. It is notable that the terrorist
attack was conducted in the last day of Ramadan. It is noteworthy that in his
letter the terrorist didn’t refer to ISIS or AI-Qaeda; he acted in his own
volition.

We don’t want to stir up Islamophobia, but if such manifestations of Islam
have place, it is very sorrowful for the United States. The situation in the
Middle East and the extensive propaganda of ISIS make ordinary Muslims to
become radical Islamists and take the path of war and death. If people on
their own commit such attacks, the American society must take it more
seriously. The society should develop a new behavioral model towards Islam,
according to which, on the one hand Muslims and Christians will live
comfortable together. And on the other hand, Muslims won’t tend to radical
activities and the destruction of peaceful life of Americans.

",https://www.facebook.com/patriototus,300.00,RUB,2015-07-17T07:27:18-07:00,2015-07-19T07:27:17-07:00
511,data/2016-05/P(1)0002371.pdf,images/0511.png,161,1187,"Frank Levingston, the oldest veteran in the United States, passed away

Tuesday, May 3 at the age of 110 at a nursing home for veterans in Bossier
Parish, La., according to family members.

Levingston was also the oldest man in the United States. He held the title for
less than a month following the death of Felix Simoneaux Jr. on April 19.

Wish our veterans received more attention and care from our Government.

Obama’s eight presidency years turned into a disaster to our veterans and
soldiers. Hope Obama will be replaced by a President who cares.

We want our old heroes to be proud of their Children and grandchildren so

they would leave this world with a smile, knowing they will be honored and
remembered.

",https://www.facebook.oom/Being-PatriotiC-1601685693432389/,100.00,RUB,2016-05-06T08:10:53-07:00,2016-05-07T08:10:53-07:00
512,data/2016-04/P(1)0001435.pdf,images/0512.png,0,20,"Stand for the people not the Government! Join the rally in Atlanta this Sunday!
American Crusade - Ga

",https://www.facebook.com/events/1678907209017708/,21.50,RUB,2016-04-13T03:23:58-07:00,
513,data/2016-03/P(1)0002373.pdf,images/0513.png,783,4668,"Patricia Smith, a mother of Benghazi arrack victim’s made some statements
this Thursday broadcast on Fox Business Network. She said there is “a
special place in hell” for people like Hillary “and I hope she enjoys it there”.

Smith added in her interview: “I want Hillary to talk to me personally, and tell
me why there was no security there, when they were asked for it. I know this,
because I spoke to my son. That day, he says he was really scared, because
he saw the 17 people — 17 November, whatever it was, that they were walking
around taking pictures. And he was afraid. He says it didn’t look very good.
And he was afraid. And that he asked for security, and he was turned down.”

This must be a mean joke we're having that kind of liar as a possible
president. Even understanding that most liberals are brainwashed Ijust don't

get it - how can a politician caught in a lie of that scale still be trusted by
electorate? One must be totally insane to follow THAT kind of leader.
Patricia’s son is an American hero and his blood is on Hillary’s hands.

",https://www.facebook.com/patriototus/,511.53,RUB,2016-03-18T07:32:52-07:00,2016-03-20T07:32:52-07:00
514,data/2015-08/P(1)0000104.pdf,images/0514.png,8,71,"Jindal on Immigration: 'We Got to Stop the Hyphenated Americans'

""America's immigration problem will only be solved with a secure border,""
Louisiana Gov. Bobby Jindal tells Newsmax TV.

In an exclusive interview with ""Newsmax Prime"" host J.D. Hayworth, the GOP
presidential hopeful said part of the problem also lies with President Barack
Obama ""out there saying 'don't worry we're not going to enforce'""

Good words Mr. Jindal, too bad democrats don't understand such an obvious
things and continue to let illegals into the US. They want to keep the border
open so violent illegal aliens can victimize our Citizens

Jindal said that in a trip to the border, he witnessed illegal aliens easily
gaining entry.

""I saw three groups come right across in broad daylight,"" he said. ""One group
walked across a man-made dam, got to a fence... they swing the gate wide
open. It's not even looked.""

America floods the country with people who have no job skills and offer them
a living on welfare. Voila, we have a work ethic breakdown. I think, it's time for
government to do theirjob and protect our country. America for Americans!

",https://www.facebook.com/patriototus,40.79,RUB,2015-08-13T02:19:00-07:00,2015-08-15T02:19:00-07:00
515,data/2016-04/P(1)0000106.pdf,images/0515.png,41,636,"Join our Rally on .Free the patriots, stand for liberty and our rights!

",—,837.80,RUB,2016-04-14T04:15:55-07:00,
516,data/2015-09/P(1)0002375.pdf,images/0516.png,222,1318,"The US. Constitutional Convention signed and adopted the Constitution at
Philadelphia's Independence Hall 228 years ago. Since then the US.
Constitution has been amended twenty-seven times. All of amendments are
steps that made the United States the greatest country in the world.

The US. Constitution is not only the law, it is the basis of the country. Every
true patriot respects it.

Unfortunately, last decade has become the time of nihilism. More and more
people don’t respect American law. More and more people come to the
United States and some of them don’t feel reverence for our Constitution. It
goes without saying that illegals who already broke the immigration law and
will violate the supreme law easily. But the worst thing is that the current
president of the United States and some high-ranking officials also spit upon
the Constitution. They call for ban the right to bear arms, a confederate flag (I
think this flag reflects not slavery, but important part of American history) and
some liberals ban even the Old Glory -- a school district in Tennessee has
banned all flags and banners, including the US. flag -- and so on. The same
regards the lran deal.

America has a hard time. And we have to save the US. Constitution. We
have to do it in God’s name! America has to be great again because we are
one nation under God!

",https://www.facebook.com/patriototus,351.16,RUB,2015-09-17T07:28:27-07:00,2015-09-18T07:28:26-07:00
517,data/2016-05/P(1)0002377.pdf,images/0517.png,313,1643,"Yesterday our country lost another hero. Investigator Freeman was killed
when his patrol vehicle was rammed by a suspect vehicle during a pursuit.
Deepest condolences to Anthony’s family. Our brave policemen put their
lives at risk every day to make our lives secure.

Our men in police uniform are real heroes and they can’t be called any way
but heroes. We don’t believe in liberal media accusing our policemen of
being absolutely corrupt and using their authority only for personal benefit.
American policemen are the only guardians who keep our people safe from
criminals.

",https://www.facebook.oom/Being-PatriotiC-1601685693432389/,100.00,RUB,2016-05-06T08:08:12-07:00,2016-05-07T08:08:11-07:00
518,data/2015-10/P(1)0002379.pdf,,1840,13230,"Common response after the massacre in Oregon is ‘I Want to Have a Gun’.

“I want to have a gun in the house to protect myself, to protect the people I’m
with. I’m sure I’ll have a normal life and never have to go through anything
like this, but I want to be sure,” said Mr. Vicari, 19.

The right to bear arms allows the people to protect themselves. Gun control
will deprive them this opportunity. And criminals will buy a firearm illegally. I
don’t know why some liberals are not able to understand it.

Anyway, patriots stand for the 2nd amendment. We will never allow them to
repeal or amend it!

",https://www.facebook.com/patriototus,1000.00,RUB,2015-10-09T08:07:23-07:00,2015-10-11T08:07:22-07:00
519,data/2015-09/P(1)0002380.pdf,images/0519.png,0,0,"On Tuesday, the police said about the shots fired at police officers in Denver
and Aurora, Colorado. What is wrong with people? The police officers protect
people. But the gang of anarchist thugs declared war against the police. I

can’t belive it’s possible.

The police administer the law. Law-abidingness is an important part of
American life. Of course, history knows police mistakes, but a mistaken arrest
is very rare occurance. At the same time, don’t forget that officers risk their
lives every day. Americans have to honor sacrifices of policemen. Police
officers significantly improve the quality of life for the Citizens of their
communities by keeping the peace despite sometimes overwhelming odds.

America has to stand against radical activists who threaten not only officers
lives, but also our security.

",https://www.faoebook.com/patriototus,0.00,USD,2015-09-11T02:16:46-07:00,2015-09-14T02:16:46-07:00
520,data/2015-06/P(1)0002382.pdf,images/0520.png,0,0,"Your freedom starts here. Join!
",https://www.facebook.com/patriototus,0.00,USD,2015-06-23T07:10:04-07:00,
521,data/2016-05/P(1)0002384.pdf,images/0521.png,1426,6463,"It might sound like a Cliche but “get a job” is a really good advice for young
liberals protesting against everything in the world. Old man Ronald knew what
he was talking about!

Our college students should have an experience of paying taxes before
standing for illegal immigrants' rights. They should rise their own Children
before standing for gay parenthood.

It's no secret most active liberal's supporters are people about 20-25 years-
old while most conservatives are older. Well, as they say, wisdom comes with
ages.

",https://www.facebook.oom/Being-PatriotiC-1601685693432389/,700.00,RUB,2016-05-10T08:12:45-07:00,2016-05-11T08:12:44-07:00
522,data/2015-07/P(1)0002386.pdf,images/0522.png,21,295,"Good morning, dear patriots!

Today is 16th of July. The Apollo 11, the first US. lunar landing mission, is
launched from Cape Canaveral, Florida, on this day in 1969. It was a great
day in history! Americans are first and only who landed on the moon till today.
We are the great nation! And we have to go forward with our head high!

",https://www.facebook.com/patriototus,133.82,RUB,2015-07-16T07:09:15-07:00,2015-07-17T07:09:14-07:00
523,data/2015-09/P(1)0002388.pdf,images/0523.png,3712,26300,"9/11: 14 years later. What were you doing?

14 years ago America has Changed forever. One of the darkest days in
American history came. The tragedy of September 11th is still touching us.
Some of us lost our family members or our friends, while others saw the
terrorist attacks firsthand. RIP to all innocent victims, workers, police officers,
firefighters and even dogs that died in this tragedy. This is a clay in our history
that everyone is going to remember. Today we should honor the memory of
the killed ones and share our stories. What were you doing on 9/11?

I'd like to tell you #My911Story.

l was only 15 when the attacks occurred. l was at school. I remember that
somebody came and told us that there had been a serious bombing in NYC.
We all said a prayer for the victims and went back to studies. But a few
minutes later all students began receiving calls from their relatives. My mom
called me crying. School was letting out early that day. When I came home I
remember my dad watching the news and telling me that terrorists took
responsibility for the attacks.

And do you remember what you were doing on 9/11?

#My911Story
",https://www.facebook.com/patriototus,6000.00,RUB,2015-09-08T07:46:14-07:00,2015-09-12T07:46:08-07:00
524,data/2016-08/P(1)0006210.pdf,images/0524.png,259,5253,,—,3876.40,RUB,2016-08-23T04:59:14-07:00,2016-08-25T04:59:10-07:00
525,data/2016-08/P(1)0002390.pdf,images/0525.png,8382,59025,"We announce a patriotic flash mob in Florida on August, 20! We either win
Florida or lose Florida Goes Trump!

",https://www.facebook.com/events/620928338080560/,27402.97,RUB,2016-08-04T04:34:15-07:00,2016-08-20T04:34:13-07:00
526,data/2016-06/P(1)0002392.pdf,images/0526.png,120,1301,"Our country was drawing a blank for the last eight years. We need a strong
leader who will March for Trump

",https://www.facebook.com/events/966495900135555/,1365.99,RUB,2016-06-01T06:31:00-07:00,2016-06-03T06:30:57-07:00
527,data/2016-05/P(1)0002394.pdf,images/0527.png,78,471,"If a Republican doesn’t like guns he doesn’t buy one. If a Democrat doesn’t
like guns he wants all guns outlawed. We all know the Supreme Court is now
under a threat of receiving anti-gun majority ofjudges. Only a conservative
President can stop this madness.

Don’t let the Democraps take away your Constitutional right! Vote
Republican, vote Trump, and support the Second Amendment!

",https://www.facebook.com/Being-PatriotiC-1601685693432389/,165.71,RUB,2016-05-19T05:12:56-07:00,2016-05-20T05:12:55-07:00
528,data/2016-05/P(1)0002396.pdf,images/0528.png,458,1929,"Wow, this kind of gun control could prevent dangerous mentally ill idiots from
buying guns! Isn’t it the great Democratic desire to “secure the society”?

Speaking seriously: only two kinds of people shouldn’t be allowed to bear
arms: criminals and psychopaths. Since we are none of those — never dare to

take our rights and guns away!
",https://www.facebook.com/Being-PatriotiC-1601685693432389/,273.10,RUB,2016-05-11T02:25:27-07:00,2016-05-12T08:30:01-07:00
529,data/2016-05/P(1)0002398.pdf,images/0529.png,0,4,"Iraq, Syria, Libya — several years of fails in the Middle East diplomacy. May I

remind you Hillary had a long time to show her foreign policy skills — being a
Secretary of State she had quite enough of political powers.

How can anyone support her? Voting for Hillary is just burying the American
image in the world.

",https://www.facebook.com/Being-PatriotiC-1601685693432389/,7.91,RUB,2016-05-11T02:23:34-07:00,2016-05-12T02:23:33-07:00
530,data/2016-05/P(1)0000108.pdf,images/0530.png,43,192,"The recent poll has shown military representatives prefer Trump two times
more than Clinton. I wonder how Hillary can even have military supporters,
our soldiers have suffered enough from the liberal-in-Chief for the last eight
years.

What’s also confusing in that poll — almost every fifth polled soldier refuses to
vote at all. It’s a great demonstration out troops no longer trust the President,
and Clinton would definitely not Change the situation.

No need to remind you what mistakes can Hillary do if allowed running our
military forces — we don’t need another Iraq and we definitely don’t need
another Benghazi.

",https://www.facebook.oom/Being-PatriotiC-1601685693432389/,25.14,RUB,2016-05-10T08:13:33-07:00,2016-05-11T08:30:01-07:00
531,data/2016-05/P(1)0000110.pdf,images/0531.png,32,129,"Remember that terrible case when a student was forced by York
Comprehensive High School officials to remove the Old Glory from his
pickup? It happened in May 2015 and luckily had a happy end, as a result the
students were allowed to attach our flag to their vehicles.

The story ended well by efforts of dozens of patriots united to protest against
High School authorities. It was a peaceful but strong and confident protest
that made the authorities listen, it was a great example of how conscious
people should act. We have to keep ready to stand against all kinds of attacks
on American values and Constitutional |aws.

Unfortunately our current Government approves and even provokes these
attacks, and the liberals’ offensive and violent moods make it Clear — every
American patriot has to be careful and attentive.

",https://www.facebook.com/Being-PatriotiC-1601685693432389/,17.24,RUB,2016-05-10T08:12:26-07:00,2016-05-11T08:12:25-07:00
532,data/2016-04/P(1)0000112.pdf,images/0532.png,0,0,"Join our Rally on 'Free the patriots, stand for liberty and our rights!

",—,0.00,USD,2016-04-14T04:15:52-07:00,
533,data/2016-04/P(1)0000114.pdf,images/0533.png,0,6,"Stop federal overreach! Stand for the patriots in a protest rally in Atlanta, GA!

—
",—,4.41,RUB,2016-04-13T03:23:45-07:00,
534,data/2016-04/P(1)0001235.pdf,images/0534.png,0,5,"Stand for the people not the Government! Join the rally in Atlanta this Sunday!
American Crusade - Ga

",https://www.facebook.com/events/1678907209017708/,10.68,RUB,2016-04-13T03:24:02-07:00,
535,data/2016-04/P(1)0000116.pdf,images/0535.png,6,88,"Join the Crusade against Federal tyranny! Protect the Constitution! _

Atlanta—
",—,88.55,RUB,2016-04-13T03:24:29-07:00,
536,data/2016-04/P(1)0000118.pdf,images/0536.png,0,4,,,2.23,RUB,2016-04-13T03:23:02-07:00,
537,data/2016-03/P(1)0002400.pdf,images/0537.png,334,1775,"The liberal mass media tried to overblow a story about the KKK’s
endorsement of Trump. They Claimed Donald is supported by David Duke and
“white supremacists”. The journalists are trying to depict Trump as a racist
and continue their attempts even after Trump officially declared “I don’t know
anything about David Duke... You’re asking me a question that I’m supposed
to be talking people I know nothing about.”

However, “for some reasons” the same mass media in their revelation
campaign forgot to mention Hillary Clinton’s ties to Robert Byrd, a former
KKK leader. Hillary described him as a man of “surpassing eloquence and
nobility”. In 2010 after Byrd died she released a tribute video saying “It is
almost impossible to imagine the United States Senate without Robert Byrd.
He was not just its longest-serving member; he was its heart, its soul, and its
historian. From my first day in the Senate, I sought out his guidance, and he
was always generous with his time and his wisdom. I admired his tireless
advocacy for his West Virginia constituents, his fierce defense of the
Constitution, and the traditions of the Senate, and his passion for a
government that improves the lives of the people it serves.”

So here the mass media give us an political paradox: a Republican candidate
can’t be endorsed by a former KKK member, but a Democrat can easily show
her respect and honor to a former racist leader without being judged for that.
Isn’t that a little hypocritical?

",https://www.facebook.com/patriototus/,351.61,RUB,2016-03-18T07:33:45-07:00,2016-03-21T07:33:45-07:00
538,data/2016-03/P(1)0002402.pdf,images/0538.png,3,11,"The former secretary of state’s Chain of lies continues and seems like not
going to end. This Tuesday Hillary Clinton dared to state we have no
immigration crisis and things are just fine with invader policy. “I think we’ve
done a really good job securing the border,” she declared.

Well, that’s her strategy — keep lying over and over until all her words
become true (which is never). Or maybe by “good job” she meant Obama’s
Government provided Hillary’s sponsors like Wall-Mart Corporation with low-
paid illegal workers?

If one day God lets this liar enter the White House as a president — that day
would be a real national tragedy.

",https://www.facebook.com/patriototus/,13.41,RUB,2016-03-18T07:30:48-07:00,2016-03-19T07:30:47-07:00
539,data/2016-03/P(1)0002404.pdf,images/0539.png,1,8,"Hillary Clinton made new promises to extend our traitor President Obama’s
pro-immigration policy. She also promised to offer illegals residency and “a
path of citizenship”. During the debate on 8th March she was asked about
deportation.

Clinton said: “I would not deport Children. I do not want to deport family
members either. I want to, as I said, prioritize who would be deported: violent
criminals, people planning terrorist attacks, anybody who threatens us. That’s
a relatively small universe.” Oh wonderful, so she admits she wants to be the
second Obama, like the first one isn’t enough. And we know what’s behind
this world “Children” — young men who Claim to be less than 18. Same way
the “illegals without a criminal record” is also those who are not proved to be
criminals yet.

Crossing the US. border without permission is already a crime. A crime that
should bring just one simple punishment — deportation and a prohibition of
further entrance. We do not need a president who doesn't understand that.
We do not need a president who forgives this kind of crime. We do not need
Hillary.

",https://www.facebook.com/patriototus/,38.10,RUB,2016-03-18T07:33:18-07:00,2016-03-21T07:33:17-07:00
540,data/2016-03/P(1)0002406.pdf,images/0540.png,10,61,"This Monday Clinton had a public interview event where she was asked to tell
about Iraq war and Intervention in Libya during her being as a secretary of
state. After attacks in Benghazi, after her actions and lies caused a national
scandal, after officially being caught on lies she afforded herself to make a
statement “I’ve said Iraq was a mistake. Libya was a different kind of
calculation. And we didn’t lose a single person.”

More than three years passed after the accident and still Clinton didn’t even
contact Benghazi victims’ families. She didn’t even try to ask for excuse, like
those murdered Americans don’t even exist. We definitely don’t need a
President who lies without a twinge of conscience. Luckily most Americans
won't trust such an obvious liar.

",https://www.facebook.com/patriototus/,10.73,RUB,2016-03-18T07:31:08-07:00,2016-03-19T07:31:08-07:00
541,data/2016-02/P(1)0002408.pdf,images/0541.png,258,2103,"Unfortunately, the sudden death of the Supreme Court, Associate Justice
Antonin Scalia allows President Barack Obama to strengthen bases of his
tyranny, appointing a liberal candidate at the Supreme Court. We should not
allow him to put the judicial branch under his control.

Sign the petition that calls on the Congress to prevent the dangerous
appointment. And share this post please to promote this petition. Together we
can make America better!

https://petitions.whitehouse.gov/lpetition/cal|-us-congress-b|ock-a|I-president-
obama-appointees-supreme-court

",https://www.facebook.com/patriototus/,231.03,RUB,2016-02-18T00:04:17-08:00,2016-02-20T00:04:16-08:00
542,data/2015-12/P(1)0000120.pdf,images/0542.png,3298,16250,"A heavily armed Syed Farook, his wife and brother opened fire on a holiday
banquet for his co-workers Wednesday, killing 14 people and seriously
wounding more than a dozen others in a precision assault. Hours later, two
terrorists died in a shootout with San Bernardino police. One shooter still at
large.

It is known that gunmen are Muslims. They are very religious and probably
linked with ISIS. California shooting should become a lesson for the
administration — accepting refugees from Syria threatens the National
security.

It’s tragedy. Enemies of America attacked our people again. Unfortunately,
today we have no strong leader who is courageous enough to conquer
terrorism. Nevertheless, we will not allow terrorists to Change our way of life.
We will not allow them to restrict our freedoms.

We express our sincere condolences to families of victims in California
shooting. If you want to express sympathy for victims, Change your Facebook
profile picture, using this web site http://imsanbernardino.info

#IAmSanBernardino
",https://www.facebook.com/patriototus/,4263.70,RUB,2015-12-03T06:25:21-08:00,2015-12-04T06:25:20-08:00
543,data/2015-10/P(1)0002410.pdf,images/0543.png,682,4389,"You know the Second Amendment is our unalienable right to bear arms that
was granted Americans by the Founding Fathers. However, liberals just spit
on the US. Constitution. So, Hillary Clinton said it’s “worth considering” a
nationwide gun ban and a “buyback” program to eradicate private gun
ownership.

Hillary says she is a democrat. Huh! No, she like Obama should say they’re
socialists who want to set up tyranny. The Founding Fathers had enough
brains for preventing the situation when dictators run the country. They
decided that armed nation is able to overthrow a tyrant. Maybe is it a true
reason why Hillary Clinton stands against the Second Amendment?

",https://www.facebook.com/patriototus/,415.64,RUB,2015-10-19T08:03:54-07:00,2015-10-20T08:03:52-07:00
544,data/2015-09/P(1)0002412.pdf,images/0544.png,0,0,"Being patriotic means love or devotion to your homeland and readiness to
defend it from

",https://www.facebook.com/patriototus,0.00,USD,2015-09-28T06:49:14-07:00,
545,data/2015-09/P(1)0002414.pdf,images/0545.png,0,0,"The stars at night truly are big and bright in Texas. Good morning USA!
",https://www.facebook.com/patriototus,0.00,USD,2015-09-28T06:46:33-07:00,2015-09-29T06:46:32-07:00
